HHIDPN,RAGENDER,RARACEM,RAEDYRS,RAEVBRN
47367031.0,1.0,1.0,12.0,2.0
47368010.0,1.0,1.0,14.0,3.0
47368040.0,2.0,1.0,10.0,3.0
47378010.0,1.0,1.0,14.0,1.0
47378020.0,2.0,1.0,12.0,1.0
47382020.0,2.0,1.0,10.0,4.0
47382030.0,1.0,1.0,12.0,4.0
47387010.0,2.0,1.0,13.0,2.0
47387040.0,1.0,1.0,8.0,3.0
47390020.0,2.0,1.0,12.0,2.0
47390030.0,1.0,1.0,12.0,2.0
47392010.0,1.0,1.0,15.0,3.0
47392011.0,2.0,1.0,12.0,2.0
47403010.0,1.0,1.0,12.0,2.0
47403020.0,2.0,1.0,12.0,2.0
47404020.0,2.0,1.0,13.0,3.0
47404030.0,1.0,1.0,16.0,3.0
47415010.0,1.0,3.0,12.0,4.0
47415040.0,2.0,3.0,12.0,4.0
47415041.0,1.0,3.0,9.0,4.0
47418010.0,2.0,1.0,14.0,4.0
47432010.0,2.0,1.0,12.0,2.0
47432040.0,1.0,1.0,9.0,2.0
47445010.0,1.0,1.0,9.0,2.0
47445020.0,2.0,1.0,12.0,2.0
47458010.0,1.0,1.0,12.0,4.0
47458011.0,2.0,1.0,14.0,4.0
47458040.0,2.0,1.0,13.0,5.0
47477020.0,1.0,1.0,9.0,2.0
47477030.0,2.0,1.0,12.0,2.0
47484010.0,1.0,1.0,17.0,3.0
47484040.0,2.0,1.0,16.0,3.0
47495010.0,1.0,1.0,16.0,2.0
47495011.0,2.0,1.0,16.0,3.0
47495012.0,2.0,1.0,14.0,1.0
47498010.0,2.0,1.0,9.0,3.0
47498020.0,1.0,1.0,12.0,6.0
47510010.0,1.0,1.0,17.0,1.0
47510011.0,2.0,1.0,17.0,1.0
47514010.0,1.0,1.0,17.0,3.0
47514020.0,2.0,1.0,17.0,3.0
47515010.0,1.0,1.0,16.0,4.0
47515020.0,2.0,1.0,14.0,4.0
47533020.0,1.0,1.0,11.0,
47533030.0,2.0,1.0,12.0,2.0
47533031.0,1.0,1.0,16.0,2.0
47533032.0,1.0,1.0,17.0,10.0
47533033.0,1.0,1.0,16.0,2.0
47535010.0,2.0,1.0,10.0,3.0
47535011.0,1.0,1.0,12.0,4.0
47535020.0,1.0,1.0,12.0,2.0
47555020.0,2.0,1.0,14.0,4.0
47555030.0,1.0,1.0,12.0,
47565010.0,2.0,3.0,6.0,7.0
47573010.0,2.0,1.0,16.0,
47573020.0,1.0,1.0,12.0,
47575010.0,1.0,1.0,17.0,
47575040.0,2.0,1.0,17.0,
47578010.0,2.0,1.0,15.0,0.0
47578020.0,1.0,1.0,12.0,0.0
47579020.0,2.0,1.0,15.0,4.0
47579030.0,1.0,1.0,17.0,4.0
47582010.0,1.0,1.0,10.0,3.0
47582011.0,2.0,1.0,14.0,2.0
47582020.0,2.0,1.0,12.0,2.0
47583010.0,1.0,1.0,15.0,3.0
47583020.0,2.0,1.0,13.0,3.0
47591010.0,2.0,1.0,15.0,2.0
47591040.0,1.0,1.0,14.0,0.0
47592020.0,1.0,1.0,14.0,3.0
47592030.0,2.0,1.0,14.0,2.0
47596010.0,2.0,1.0,14.0,5.0
47596011.0,1.0,1.0,15.0,5.0
47596040.0,1.0,1.0,17.0,5.0
47597010.0,2.0,1.0,11.0,3.0
47597020.0,1.0,1.0,12.0,3.0
47602010.0,1.0,1.0,12.0,4.0
47602020.0,2.0,1.0,12.0,4.0
47604020.0,1.0,1.0,16.0,3.0
47604030.0,2.0,1.0,15.0,3.0
47610010.0,2.0,1.0,10.0,7.0
47610040.0,1.0,1.0,16.0,5.0
47619010.0,1.0,1.0,14.0,2.0
47619040.0,2.0,1.0,12.0,1.0
47626010.0,2.0,1.0,12.0,2.0
47630010.0,1.0,1.0,12.0,2.0
47630011.0,2.0,3.0,12.0,3.0
47630012.0,2.0,1.0,12.0,2.0
47636010.0,2.0,1.0,16.0,
47654020.0,1.0,1.0,14.0,3.0
47654021.0,2.0,3.0,9.0,3.0
47654030.0,2.0,1.0,14.0,3.0
47654031.0,1.0,1.0,9.0,3.0
47660010.0,2.0,1.0,12.0,2.0
47660020.0,1.0,1.0,8.0,6.0
47664010.0,1.0,1.0,11.0,
47664020.0,2.0,1.0,9.0,4.0
47664021.0,1.0,1.0,14.0,4.0
47672010.0,1.0,1.0,12.0,1.0
47672040.0,2.0,1.0,11.0,1.0
47675030.0,1.0,1.0,9.0,3.0
47675040.0,2.0,1.0,12.0,3.0
47679020.0,2.0,1.0,12.0,2.0
47679030.0,1.0,1.0,12.0,2.0
47680010.0,1.0,1.0,15.0,2.0
47680020.0,2.0,3.0,10.0,3.0
47683020.0,1.0,1.0,9.0,3.0
47683030.0,2.0,1.0,13.0,1.0
47696010.0,1.0,1.0,12.0,2.0
47696040.0,2.0,1.0,17.0,2.0
47697010.0,1.0,1.0,13.0,2.0
47697020.0,2.0,1.0,9.0,3.0
47699010.0,2.0,1.0,14.0,3.0
47699040.0,1.0,1.0,16.0,3.0
47704010.0,2.0,1.0,16.0,2.0
47704020.0,1.0,1.0,17.0,2.0
47707010.0,2.0,1.0,13.0,2.0
47707020.0,1.0,1.0,9.0,2.0
47709020.0,2.0,1.0,13.0,3.0
47709030.0,1.0,1.0,13.0,4.0
47711010.0,2.0,1.0,12.0,3.0
47711020.0,1.0,1.0,12.0,2.0
47711021.0,2.0,1.0,16.0,1.0
47718010.0,2.0,1.0,12.0,1.0
47718020.0,1.0,1.0,12.0,1.0
47720020.0,2.0,1.0,13.0,2.0
47720030.0,1.0,1.0,17.0,2.0
47724010.0,2.0,1.0,12.0,0.0
47724040.0,1.0,1.0,16.0,0.0
47726020.0,2.0,1.0,12.0,3.0
47726030.0,1.0,1.0,16.0,2.0
47737010.0,1.0,1.0,16.0,2.0
47751010.0,2.0,1.0,13.0,5.0
47764010.0,1.0,1.0,12.0,3.0
47764011.0,2.0,1.0,12.0,5.0
47764020.0,2.0,1.0,11.0,5.0
47764021.0,1.0,3.0,8.0,8.0
47764022.0,1.0,1.0,10.0,0.0
47787010.0,2.0,1.0,11.0,4.0
47789010.0,2.0,1.0,16.0,
47821010.0,2.0,1.0,17.0,1.0
47821040.0,1.0,1.0,17.0,3.0
47822010.0,1.0,1.0,12.0,8.0
47822040.0,2.0,1.0,14.0,2.0
47822041.0,1.0,1.0,11.0,2.0
47831010.0,2.0,1.0,12.0,2.0
47831040.0,1.0,1.0,12.0,2.0
47848010.0,1.0,1.0,12.0,3.0
47848040.0,2.0,1.0,12.0,2.0
47855010.0,1.0,1.0,16.0,3.0
47855020.0,2.0,1.0,12.0,3.0
47902010.0,1.0,1.0,14.0,3.0
47902020.0,2.0,1.0,17.0,3.0
47908010.0,1.0,1.0,12.0,3.0
47908040.0,2.0,3.0,11.0,1.0
47909010.0,2.0,1.0,12.0,0.0
47910010.0,2.0,1.0,8.0,10.0
47926010.0,2.0,1.0,13.0,3.0
47926020.0,1.0,1.0,16.0,3.0
47926021.0,2.0,1.0,12.0,3.0
47926022.0,2.0,1.0,12.0,3.0
47945010.0,2.0,1.0,17.0,4.0
47992010.0,1.0,2.0,14.0,7.0
47998010.0,1.0,3.0,5.0,
48013020.0,2.0,1.0,12.0,5.0
48013030.0,1.0,1.0,12.0,0.0
48017020.0,2.0,1.0,12.0,0.0
48017030.0,1.0,1.0,16.0,2.0
48018010.0,1.0,1.0,17.0,3.0
48018020.0,2.0,1.0,15.0,3.0
48068010.0,2.0,1.0,12.0,0.0
48068020.0,1.0,1.0,12.0,0.0
48088010.0,1.0,1.0,17.0,3.0
48088020.0,2.0,1.0,17.0,3.0
48091010.0,1.0,1.0,15.0,4.0
48091020.0,2.0,1.0,16.0,3.0
48103010.0,2.0,1.0,12.0,0.0
48111010.0,2.0,1.0,10.0,4.0
48111040.0,1.0,1.0,8.0,4.0
48114010.0,2.0,1.0,12.0,0.0
48114040.0,1.0,1.0,15.0,2.0
48124010.0,1.0,1.0,12.0,3.0
48124020.0,2.0,1.0,12.0,3.0
48131010.0,1.0,1.0,11.0,3.0
48131040.0,2.0,1.0,12.0,3.0
48135010.0,2.0,1.0,5.0,10.0
48139010.0,1.0,1.0,12.0,
48149010.0,1.0,1.0,12.0,4.0
48166010.0,2.0,1.0,15.0,
48166020.0,1.0,1.0,17.0,
48174010.0,1.0,1.0,17.0,2.0
48174020.0,2.0,1.0,17.0,2.0
48228010.0,1.0,1.0,11.0,3.0
48228020.0,2.0,1.0,12.0,3.0
48239010.0,1.0,3.0,8.0,1.0
48239040.0,2.0,1.0,12.0,1.0
48239041.0,1.0,1.0,10.0,0.0
48248010.0,1.0,1.0,12.0,3.0
48248020.0,2.0,1.0,12.0,3.0
48250010.0,2.0,1.0,12.0,4.0
48250020.0,1.0,1.0,12.0,4.0
48254010.0,1.0,1.0,12.0,5.0
48254020.0,2.0,1.0,10.0,5.0
48255010.0,2.0,1.0,17.0,2.0
48255020.0,1.0,1.0,9.0,5.0
48257010.0,2.0,1.0,8.0,4.0
48275020.0,2.0,1.0,11.0,5.0
48275030.0,1.0,1.0,10.0,3.0
48276010.0,1.0,1.0,12.0,0.0
48282010.0,2.0,1.0,11.0,3.0
48314020.0,2.0,1.0,14.0,4.0
48314030.0,1.0,1.0,17.0,4.0
48327010.0,1.0,1.0,8.0,2.0
48327020.0,2.0,1.0,11.0,4.0
48328010.0,1.0,1.0,16.0,2.0
48328020.0,2.0,1.0,17.0,2.0
48333010.0,1.0,1.0,12.0,
48356020.0,2.0,1.0,14.0,
48356030.0,1.0,1.0,16.0,
48360010.0,2.0,1.0,10.0,2.0
48398010.0,2.0,1.0,12.0,2.0
48398020.0,1.0,1.0,14.0,2.0
48401020.0,1.0,1.0,13.0,2.0
48401030.0,2.0,1.0,12.0,2.0
48404010.0,1.0,1.0,13.0,3.0
48404040.0,2.0,1.0,12.0,3.0
48405020.0,2.0,1.0,17.0,0.0
48405030.0,1.0,1.0,14.0,0.0
48406020.0,2.0,1.0,12.0,5.0
48406030.0,1.0,1.0,16.0,5.0
48410010.0,1.0,1.0,12.0,2.0
48410011.0,2.0,1.0,,2.0
48410040.0,2.0,1.0,14.0,2.0
48414010.0,1.0,1.0,16.0,
48426010.0,1.0,1.0,5.0,1.0
48430010.0,2.0,1.0,12.0,
48430040.0,1.0,1.0,11.0,4.0
48440010.0,1.0,1.0,12.0,7.0
48440040.0,2.0,1.0,12.0,3.0
48446010.0,2.0,1.0,16.0,
48449020.0,1.0,1.0,12.0,4.0
48449030.0,2.0,1.0,12.0,2.0
48455010.0,1.0,1.0,10.0,3.0
48455040.0,2.0,1.0,12.0,2.0
48461010.0,2.0,1.0,10.0,
48471010.0,2.0,1.0,16.0,4.0
48471020.0,1.0,1.0,15.0,1.0
48474010.0,1.0,1.0,14.0,8.0
48474040.0,2.0,1.0,17.0,3.0
48474041.0,1.0,1.0,12.0,2.0
48475020.0,1.0,1.0,17.0,2.0
48475030.0,2.0,1.0,16.0,2.0
48479010.0,2.0,1.0,12.0,4.0
48479020.0,1.0,1.0,12.0,4.0
48480010.0,1.0,1.0,8.0,
48480020.0,2.0,1.0,12.0,3.0
48482010.0,1.0,1.0,12.0,6.0
48482020.0,2.0,1.0,12.0,4.0
48483010.0,1.0,1.0,12.0,3.0
48483020.0,2.0,1.0,12.0,3.0
48491010.0,1.0,1.0,12.0,4.0
48491020.0,2.0,1.0,9.0,4.0
48504010.0,1.0,1.0,14.0,4.0
48504020.0,2.0,1.0,12.0,0.0
48505010.0,1.0,1.0,12.0,3.0
48506010.0,2.0,1.0,12.0,0.0
48507010.0,2.0,1.0,8.0,4.0
48507020.0,1.0,1.0,3.0,0.0
48508010.0,1.0,1.0,11.0,4.0
48524020.0,2.0,1.0,11.0,2.0
48524030.0,1.0,1.0,12.0,2.0
48528010.0,1.0,1.0,12.0,5.0
48528020.0,2.0,1.0,12.0,5.0
48531020.0,2.0,1.0,11.0,3.0
48531030.0,1.0,1.0,8.0,2.0
48534010.0,1.0,1.0,8.0,4.0
48534020.0,2.0,1.0,12.0,1.0
48535010.0,1.0,1.0,12.0,4.0
48535020.0,2.0,1.0,11.0,4.0
48544010.0,2.0,1.0,10.0,
48544011.0,1.0,1.0,12.0,0.0
48545010.0,2.0,1.0,12.0,3.0
48551010.0,2.0,1.0,15.0,3.0
48556010.0,2.0,1.0,11.0,7.0
48568010.0,2.0,1.0,14.0,4.0
48568020.0,1.0,1.0,14.0,2.0
48585020.0,2.0,1.0,9.0,4.0
48585030.0,1.0,1.0,10.0,5.0
48595010.0,1.0,1.0,11.0,6.0
48595020.0,2.0,1.0,13.0,6.0
48596020.0,1.0,1.0,8.0,1.0
48596030.0,2.0,1.0,12.0,1.0
48604010.0,2.0,1.0,12.0,3.0
48604020.0,1.0,1.0,12.0,3.0
48605020.0,1.0,1.0,14.0,1.0
48605030.0,2.0,1.0,12.0,1.0
48607020.0,2.0,1.0,12.0,
48607030.0,1.0,1.0,12.0,
48608010.0,1.0,1.0,17.0,4.0
48612010.0,2.0,1.0,8.0,4.0
48612040.0,1.0,1.0,12.0,0.0
48615010.0,1.0,1.0,12.0,3.0
48615040.0,2.0,1.0,14.0,3.0
48616010.0,2.0,1.0,12.0,5.0
48616020.0,1.0,1.0,11.0,5.0
48621020.0,1.0,1.0,13.0,2.0
48621030.0,2.0,1.0,13.0,2.0
48621031.0,1.0,1.0,16.0,3.0
48622010.0,1.0,1.0,13.0,3.0
48622020.0,2.0,1.0,12.0,2.0
48623010.0,2.0,1.0,14.0,
48623020.0,1.0,1.0,8.0,3.0
48623021.0,2.0,1.0,14.0,3.0
48624010.0,1.0,1.0,12.0,3.0
48624040.0,2.0,1.0,12.0,1.0
48625020.0,1.0,1.0,13.0,4.0
48625030.0,2.0,1.0,15.0,
48628020.0,1.0,1.0,12.0,2.0
48628030.0,2.0,1.0,12.0,2.0
48629020.0,2.0,1.0,13.0,3.0
48629030.0,1.0,1.0,12.0,3.0
48643010.0,2.0,1.0,12.0,
48643020.0,1.0,1.0,12.0,
48652010.0,2.0,1.0,9.0,8.0
48652040.0,1.0,1.0,9.0,7.0
48676010.0,2.0,1.0,12.0,
48676040.0,1.0,1.0,10.0,2.0
48676041.0,2.0,1.0,12.0,3.0
48681010.0,1.0,1.0,8.0,4.0
48683010.0,1.0,1.0,12.0,10.0
48683040.0,2.0,3.0,10.0,2.0
48685010.0,1.0,1.0,12.0,3.0
48685020.0,2.0,1.0,11.0,3.0
48686010.0,1.0,1.0,12.0,3.0
48686020.0,2.0,1.0,12.0,4.0
48691010.0,1.0,1.0,12.0,
48691040.0,2.0,1.0,12.0,
48694010.0,2.0,1.0,7.0,5.0
48694020.0,1.0,1.0,12.0,
48697010.0,1.0,1.0,12.0,1.0
48697040.0,2.0,1.0,12.0,3.0
48706010.0,1.0,1.0,7.0,6.0
48706020.0,2.0,1.0,12.0,6.0
48708010.0,1.0,1.0,10.0,3.0
48708020.0,2.0,1.0,10.0,3.0
48743010.0,2.0,1.0,8.0,3.0
48767010.0,2.0,1.0,12.0,3.0
48767020.0,1.0,1.0,13.0,3.0
48778010.0,2.0,1.0,12.0,6.0
48778020.0,1.0,1.0,3.0,6.0
48804010.0,2.0,1.0,7.0,4.0
48804020.0,1.0,1.0,9.0,4.0
48811010.0,2.0,1.0,10.0,
48819010.0,1.0,1.0,12.0,2.0
48819040.0,2.0,1.0,9.0,1.0
48823010.0,1.0,1.0,12.0,4.0
48823020.0,2.0,1.0,12.0,4.0
48825010.0,2.0,1.0,12.0,4.0
48825020.0,1.0,1.0,15.0,4.0
48828010.0,2.0,1.0,16.0,2.0
48828020.0,1.0,1.0,16.0,2.0
48855010.0,2.0,1.0,15.0,3.0
48868010.0,2.0,1.0,13.0,3.0
48868020.0,1.0,1.0,9.0,4.0
48870010.0,1.0,1.0,12.0,4.0
48870040.0,2.0,1.0,12.0,4.0
48877010.0,2.0,1.0,6.0,2.0
48882020.0,1.0,1.0,14.0,2.0
48882021.0,2.0,1.0,17.0,0.0
48882030.0,2.0,1.0,12.0,2.0
48884010.0,1.0,1.0,14.0,2.0
48888010.0,1.0,1.0,10.0,2.0
48888020.0,2.0,1.0,10.0,2.0
48901010.0,2.0,1.0,12.0,4.0
48901020.0,1.0,1.0,10.0,4.0
48904010.0,2.0,1.0,12.0,3.0
48914010.0,2.0,1.0,11.0,0.0
48915020.0,1.0,1.0,8.0,2.0
48915030.0,2.0,1.0,12.0,2.0
48938010.0,1.0,1.0,17.0,3.0
48938020.0,2.0,1.0,14.0,3.0
48962010.0,2.0,1.0,12.0,2.0
48962020.0,1.0,1.0,12.0,2.0
48970010.0,2.0,1.0,12.0,5.0
48970011.0,1.0,3.0,14.0,2.0
48970020.0,1.0,1.0,8.0,
48982010.0,2.0,1.0,12.0,3.0
48982020.0,1.0,1.0,12.0,3.0
48984020.0,1.0,1.0,12.0,3.0
48984030.0,2.0,1.0,16.0,3.0
48987010.0,1.0,1.0,10.0,2.0
48987020.0,2.0,1.0,12.0,2.0
48988010.0,2.0,1.0,17.0,2.0
48988020.0,1.0,1.0,16.0,2.0
48992010.0,1.0,1.0,12.0,6.0
48992020.0,2.0,1.0,12.0,6.0
48995010.0,2.0,1.0,9.0,2.0
48995020.0,1.0,1.0,8.0,2.0
48997010.0,2.0,1.0,12.0,1.0
48997011.0,1.0,1.0,16.0,1.0
48999010.0,1.0,1.0,8.0,0.0
49003010.0,2.0,1.0,17.0,0.0
49005010.0,2.0,1.0,12.0,1.0
49015010.0,1.0,1.0,17.0,1.0
49053020.0,1.0,1.0,11.0,4.0
49053030.0,2.0,1.0,13.0,4.0
49059020.0,1.0,1.0,9.0,2.0
49059030.0,2.0,1.0,13.0,4.0
49070010.0,1.0,1.0,17.0,6.0
49070040.0,2.0,1.0,17.0,6.0
49077020.0,2.0,1.0,6.0,6.0
49077030.0,1.0,1.0,12.0,6.0
49093010.0,1.0,1.0,17.0,1.0
49093040.0,2.0,1.0,17.0,0.0
49109010.0,2.0,1.0,13.0,3.0
49109020.0,1.0,1.0,13.0,3.0
49118020.0,2.0,1.0,13.0,6.0
49118030.0,1.0,1.0,12.0,6.0
49122010.0,2.0,1.0,8.0,3.0
49127010.0,1.0,1.0,12.0,
49127040.0,2.0,1.0,12.0,
49128010.0,1.0,1.0,12.0,0.0
49137010.0,2.0,1.0,13.0,3.0
49137011.0,1.0,1.0,12.0,3.0
49140010.0,2.0,1.0,10.0,2.0
49154010.0,1.0,1.0,6.0,
49154020.0,2.0,1.0,9.0,
49175010.0,2.0,1.0,12.0,3.0
49175040.0,1.0,1.0,8.0,3.0
49178010.0,2.0,1.0,12.0,4.0
49178040.0,1.0,1.0,12.0,4.0
49182010.0,1.0,1.0,12.0,3.0
49182020.0,2.0,1.0,12.0,3.0
49199010.0,1.0,1.0,16.0,3.0
49199020.0,2.0,1.0,12.0,3.0
49203020.0,1.0,1.0,13.0,2.0
49203030.0,2.0,1.0,14.0,2.0
49204010.0,1.0,1.0,13.0,3.0
49204020.0,2.0,1.0,12.0,3.0
49207020.0,2.0,1.0,12.0,5.0
49207030.0,1.0,1.0,13.0,5.0
49209010.0,1.0,1.0,12.0,5.0
49209040.0,2.0,1.0,12.0,5.0
49210010.0,1.0,1.0,12.0,2.0
49210020.0,2.0,1.0,12.0,2.0
49219010.0,2.0,1.0,12.0,
49219020.0,1.0,1.0,12.0,2.0
49219021.0,2.0,1.0,12.0,2.0
49224010.0,2.0,1.0,9.0,1.0
49224040.0,1.0,1.0,11.0,1.0
49225010.0,1.0,1.0,10.0,
49225020.0,2.0,1.0,12.0,0.0
49225021.0,1.0,1.0,7.0,2.0
49227010.0,2.0,1.0,8.0,4.0
49227040.0,1.0,3.0,9.0,
49229010.0,2.0,1.0,11.0,5.0
49229020.0,1.0,1.0,13.0,2.0
49232020.0,1.0,1.0,10.0,2.0
49232030.0,2.0,1.0,12.0,2.0
49233020.0,1.0,1.0,17.0,1.0
49233030.0,2.0,1.0,12.0,4.0
49235010.0,2.0,1.0,12.0,0.0
49237010.0,2.0,1.0,12.0,5.0
49237020.0,1.0,1.0,12.0,5.0
49238010.0,1.0,1.0,11.0,
49238040.0,2.0,1.0,11.0,3.0
49242010.0,1.0,1.0,12.0,2.0
49242020.0,2.0,1.0,12.0,2.0
49249010.0,1.0,1.0,17.0,2.0
49249040.0,2.0,1.0,16.0,2.0
49263010.0,1.0,1.0,6.0,2.0
49263011.0,2.0,1.0,11.0,5.0
49263012.0,2.0,1.0,6.0,3.0
49263040.0,2.0,1.0,10.0,2.0
49278020.0,2.0,1.0,7.0,1.0
49278030.0,1.0,1.0,12.0,1.0
49279010.0,2.0,1.0,8.0,5.0
49287010.0,1.0,1.0,17.0,3.0
49287040.0,2.0,1.0,14.0,3.0
49288010.0,2.0,1.0,12.0,0.0
49315030.0,1.0,1.0,12.0,4.0
49319010.0,2.0,1.0,12.0,
49319020.0,1.0,1.0,12.0,3.0
49328010.0,2.0,1.0,9.0,
49328040.0,1.0,1.0,8.0,
49339010.0,2.0,1.0,9.0,
49355010.0,2.0,1.0,6.0,7.0
49357010.0,1.0,1.0,9.0,2.0
49358010.0,2.0,1.0,10.0,
49364010.0,2.0,1.0,17.0,
49376010.0,2.0,1.0,11.0,3.0
49377010.0,1.0,1.0,12.0,4.0
49377020.0,2.0,1.0,12.0,4.0
49378010.0,1.0,1.0,12.0,5.0
49378020.0,2.0,1.0,12.0,5.0
49383020.0,2.0,1.0,12.0,6.0
49383030.0,1.0,1.0,12.0,6.0
49384010.0,1.0,1.0,12.0,2.0
49385010.0,1.0,1.0,16.0,3.0
49393010.0,1.0,1.0,12.0,6.0
49393020.0,2.0,1.0,12.0,6.0
49396010.0,2.0,1.0,12.0,2.0
49396020.0,1.0,1.0,16.0,6.0
49425010.0,2.0,1.0,12.0,4.0
49426010.0,2.0,1.0,10.0,5.0
49427010.0,1.0,1.0,12.0,
49429010.0,1.0,1.0,12.0,
49429040.0,2.0,1.0,12.0,
49442010.0,2.0,1.0,11.0,5.0
49442020.0,1.0,1.0,5.0,5.0
49448010.0,2.0,1.0,14.0,3.0
49448020.0,1.0,1.0,12.0,3.0
49455010.0,2.0,1.0,12.0,3.0
49455020.0,1.0,1.0,12.0,3.0
49467010.0,1.0,1.0,8.0,
49470010.0,2.0,1.0,12.0,4.0
49470020.0,1.0,1.0,8.0,4.0
49475010.0,2.0,1.0,10.0,5.0
49475020.0,1.0,1.0,7.0,1.0
49489010.0,1.0,1.0,12.0,2.0
49489020.0,2.0,1.0,12.0,3.0
49498020.0,2.0,1.0,13.0,4.0
49498030.0,1.0,1.0,16.0,4.0
49504010.0,1.0,1.0,17.0,3.0
49504020.0,2.0,1.0,16.0,3.0
49511010.0,1.0,1.0,8.0,6.0
49511020.0,2.0,1.0,12.0,6.0
49512010.0,2.0,1.0,13.0,6.0
49512040.0,1.0,1.0,16.0,6.0
49513010.0,1.0,1.0,12.0,7.0
49513040.0,2.0,1.0,8.0,7.0
49516010.0,1.0,1.0,14.0,2.0
49516011.0,2.0,1.0,16.0,1.0
49516040.0,2.0,1.0,14.0,2.0
49528010.0,1.0,1.0,16.0,0.0
49528020.0,2.0,1.0,12.0,3.0
49531010.0,1.0,1.0,15.0,2.0
49531020.0,2.0,1.0,13.0,2.0
49542010.0,1.0,1.0,12.0,3.0
49542040.0,2.0,1.0,12.0,6.0
49548010.0,2.0,1.0,14.0,5.0
49548040.0,1.0,1.0,12.0,5.0
49554010.0,1.0,1.0,12.0,4.0
49554020.0,2.0,1.0,11.0,4.0
49608010.0,1.0,1.0,8.0,11.0
49608040.0,2.0,1.0,10.0,0.0
49609020.0,1.0,1.0,8.0,4.0
49609030.0,2.0,1.0,12.0,4.0
49635010.0,2.0,1.0,14.0,8.0
49635040.0,1.0,3.0,11.0,0.0
49645010.0,2.0,1.0,12.0,3.0
49648010.0,2.0,1.0,12.0,5.0
49661010.0,2.0,1.0,13.0,1.0
49667010.0,2.0,1.0,16.0,5.0
49689010.0,1.0,1.0,11.0,2.0
49689040.0,2.0,1.0,13.0,2.0
49694020.0,2.0,1.0,12.0,
49697010.0,1.0,1.0,16.0,3.0
49697020.0,2.0,1.0,12.0,3.0
49701020.0,1.0,1.0,12.0,1.0
49701030.0,2.0,1.0,17.0,1.0
49702020.0,2.0,1.0,13.0,5.0
49702030.0,1.0,1.0,12.0,5.0
49712010.0,1.0,1.0,12.0,5.0
49712020.0,2.0,1.0,14.0,5.0
49713010.0,2.0,1.0,12.0,5.0
49713040.0,1.0,1.0,13.0,5.0
49722010.0,1.0,1.0,17.0,1.0
49722020.0,2.0,1.0,13.0,1.0
49724020.0,2.0,1.0,12.0,4.0
49724030.0,1.0,1.0,15.0,4.0
49729010.0,2.0,1.0,16.0,1.0
49742010.0,1.0,1.0,17.0,5.0
49742020.0,2.0,1.0,12.0,5.0
49747030.0,2.0,1.0,13.0,
49753010.0,2.0,1.0,13.0,4.0
49766020.0,1.0,1.0,11.0,5.0
49766030.0,2.0,1.0,12.0,2.0
49779010.0,2.0,1.0,15.0,1.0
49799010.0,2.0,1.0,12.0,5.0
49799040.0,1.0,1.0,8.0,5.0
49800020.0,1.0,1.0,10.0,5.0
49800030.0,2.0,1.0,11.0,3.0
49801010.0,1.0,1.0,12.0,6.0
49801020.0,2.0,1.0,10.0,6.0
49801021.0,1.0,1.0,16.0,4.0
50117010.0,1.0,1.0,12.0,2.0
50117020.0,2.0,1.0,16.0,2.0
50125010.0,1.0,1.0,8.0,
50125020.0,2.0,1.0,12.0,2.0
50125021.0,1.0,1.0,12.0,6.0
50125022.0,1.0,1.0,14.0,2.0
50132020.0,2.0,1.0,12.0,3.0
50132030.0,1.0,1.0,12.0,3.0
50138020.0,2.0,1.0,12.0,4.0
50138030.0,1.0,1.0,12.0,4.0
50143010.0,1.0,1.0,13.0,3.0
50143020.0,2.0,1.0,13.0,3.0
50145010.0,1.0,1.0,17.0,6.0
50145011.0,2.0,1.0,12.0,3.0
50145020.0,2.0,1.0,12.0,6.0
50146010.0,2.0,1.0,10.0,0.0
50152020.0,1.0,1.0,12.0,
50152030.0,2.0,1.0,12.0,3.0
50152031.0,1.0,1.0,12.0,2.0
50156010.0,2.0,1.0,14.0,4.0
50158010.0,2.0,1.0,12.0,3.0
50158020.0,1.0,1.0,10.0,3.0
50169010.0,2.0,1.0,12.0,2.0
50169040.0,1.0,1.0,12.0,1.0
50173010.0,1.0,1.0,12.0,2.0
50173040.0,2.0,1.0,12.0,2.0
50176010.0,1.0,1.0,17.0,2.0
50176040.0,2.0,1.0,16.0,2.0
50180010.0,2.0,1.0,13.0,3.0
50180020.0,1.0,1.0,12.0,3.0
50181010.0,1.0,1.0,13.0,4.0
50181020.0,2.0,1.0,14.0,4.0
50182010.0,1.0,1.0,13.0,2.0
50182020.0,2.0,1.0,13.0,2.0
50185010.0,1.0,1.0,10.0,2.0
50185040.0,2.0,1.0,12.0,2.0
50192010.0,1.0,1.0,16.0,3.0
50192020.0,2.0,1.0,12.0,3.0
50195030.0,1.0,1.0,17.0,2.0
50195031.0,2.0,1.0,12.0,4.0
50201010.0,1.0,1.0,12.0,7.0
50201040.0,2.0,1.0,12.0,7.0
50203010.0,1.0,1.0,14.0,8.0
50203020.0,2.0,1.0,12.0,8.0
50214010.0,2.0,1.0,12.0,4.0
50216010.0,1.0,1.0,12.0,
50216020.0,2.0,3.0,12.0,0.0
50223010.0,1.0,1.0,8.0,3.0
50223020.0,2.0,1.0,12.0,3.0
50229020.0,1.0,1.0,12.0,3.0
50229030.0,2.0,1.0,12.0,3.0
50232010.0,1.0,1.0,12.0,4.0
50232020.0,2.0,1.0,12.0,4.0
50233010.0,2.0,1.0,12.0,5.0
50233020.0,1.0,1.0,8.0,5.0
50235020.0,2.0,1.0,12.0,4.0
