HHIDPN,RAGENDER,RARACEM,RAEDYRS,RAEVBRN
19424020.0,2.0,1.0,12.0,1.0
19425020.0,2.0,1.0,11.0,1.0
19425021.0,1.0,1.0,14.0,2.0
19425030.0,1.0,1.0,12.0,3.0
19433030.0,1.0,1.0,12.0,4.0
19433040.0,2.0,1.0,13.0,3.0
19442010.0,1.0,1.0,12.0,
19442040.0,2.0,1.0,11.0,4.0
19454010.0,2.0,1.0,12.0,4.0
19454020.0,1.0,1.0,16.0,4.0
19458010.0,1.0,1.0,12.0,3.0
19458040.0,2.0,1.0,12.0,3.0
19488020.0,2.0,1.0,12.0,0.0
19488030.0,1.0,1.0,12.0,6.0
19489010.0,2.0,1.0,12.0,4.0
19493010.0,1.0,1.0,12.0,2.0
19493040.0,2.0,1.0,12.0,2.0
19496010.0,1.0,1.0,10.0,4.0
19496020.0,2.0,1.0,14.0,3.0
19501010.0,1.0,1.0,14.0,0.0
19535020.0,1.0,3.0,12.0,6.0
19535030.0,2.0,1.0,16.0,3.0
19536010.0,1.0,2.0,14.0,6.0
19536040.0,2.0,2.0,12.0,3.0
19537010.0,1.0,2.0,14.0,3.0
19537011.0,2.0,,12.0,2.0
19537040.0,2.0,2.0,12.0,8.0
19542010.0,2.0,1.0,12.0,3.0
19542020.0,1.0,1.0,12.0,3.0
19548010.0,1.0,1.0,12.0,
19558010.0,2.0,1.0,12.0,2.0
19558020.0,1.0,1.0,16.0,
19564010.0,2.0,1.0,12.0,4.0
19569010.0,2.0,1.0,11.0,6.0
19569011.0,1.0,1.0,14.0,3.0
19585010.0,2.0,1.0,13.0,1.0
19590010.0,2.0,1.0,5.0,8.0
19620010.0,2.0,1.0,14.0,3.0
19620040.0,1.0,1.0,16.0,3.0
19621010.0,1.0,1.0,16.0,2.0
19621040.0,2.0,1.0,15.0,2.0
19625020.0,1.0,1.0,13.0,2.0
19625030.0,2.0,1.0,16.0,1.0
19626010.0,1.0,2.0,12.0,0.0
19626020.0,2.0,2.0,12.0,0.0
19629020.0,2.0,1.0,12.0,2.0
19629030.0,1.0,1.0,15.0,2.0
19637010.0,1.0,1.0,14.0,2.0
19637011.0,2.0,1.0,12.0,1.0
19646010.0,2.0,1.0,8.0,2.0
19646020.0,1.0,1.0,9.0,0.0
19657010.0,1.0,1.0,12.0,3.0
19657020.0,2.0,1.0,13.0,4.0
19662010.0,2.0,1.0,12.0,2.0
19662040.0,1.0,1.0,5.0,
19664010.0,2.0,1.0,8.0,
19669010.0,2.0,1.0,10.0,1.0
19672020.0,1.0,1.0,8.0,2.0
19672030.0,2.0,1.0,12.0,2.0
19687010.0,2.0,1.0,13.0,2.0
19687040.0,1.0,1.0,13.0,0.0
19694010.0,2.0,2.0,11.0,2.0
19694020.0,1.0,2.0,11.0,2.0
19704010.0,2.0,1.0,11.0,7.0
19704011.0,1.0,1.0,13.0,3.0
19705010.0,2.0,1.0,9.0,7.0
19705020.0,1.0,1.0,9.0,4.0
19712010.0,1.0,1.0,8.0,
19712020.0,2.0,1.0,12.0,
19715010.0,2.0,1.0,9.0,5.0
19715040.0,1.0,1.0,4.0,3.0
19730010.0,2.0,1.0,14.0,
19733010.0,2.0,1.0,10.0,
19735010.0,2.0,1.0,12.0,2.0
19735040.0,1.0,1.0,8.0,2.0
19738010.0,2.0,1.0,12.0,2.0
19738020.0,1.0,1.0,14.0,2.0
19742010.0,1.0,1.0,16.0,3.0
19742040.0,2.0,1.0,12.0,3.0
19746010.0,2.0,1.0,12.0,3.0
19746020.0,1.0,1.0,3.0,3.0
19747020.0,1.0,1.0,12.0,0.0
19747030.0,2.0,1.0,14.0,0.0
19754010.0,2.0,1.0,11.0,4.0
19759010.0,1.0,1.0,8.0,3.0
19759020.0,2.0,1.0,8.0,3.0
19760010.0,2.0,1.0,12.0,2.0
19769010.0,1.0,1.0,16.0,4.0
19769040.0,2.0,1.0,15.0,4.0
19770010.0,2.0,1.0,14.0,2.0
19770020.0,1.0,1.0,14.0,2.0
19773010.0,1.0,1.0,12.0,4.0
19773011.0,2.0,1.0,11.0,6.0
19773040.0,2.0,1.0,9.0,2.0
19784010.0,2.0,1.0,12.0,2.0
19784020.0,1.0,1.0,12.0,4.0
19786010.0,1.0,1.0,13.0,1.0
19786020.0,2.0,1.0,16.0,1.0
19796010.0,2.0,2.0,12.0,5.0
19796020.0,1.0,2.0,12.0,
19802010.0,2.0,2.0,12.0,
19806010.0,1.0,2.0,12.0,
19806020.0,2.0,2.0,12.0,2.0
19816010.0,1.0,2.0,17.0,3.0
19816020.0,2.0,2.0,15.0,3.0
19822010.0,2.0,2.0,16.0,3.0
19823010.0,1.0,2.0,10.0,
19826010.0,1.0,2.0,10.0,3.0
19845010.0,1.0,1.0,12.0,0.0
19857010.0,1.0,2.0,10.0,5.0
19857020.0,2.0,2.0,12.0,5.0
19877010.0,2.0,1.0,11.0,2.0
19903010.0,1.0,1.0,10.0,6.0
19904020.0,2.0,1.0,12.0,4.0
19904030.0,1.0,1.0,7.0,4.0
19906010.0,2.0,1.0,12.0,
19906040.0,1.0,1.0,6.0,
19909020.0,1.0,1.0,9.0,3.0
19909030.0,2.0,1.0,12.0,
19930010.0,1.0,1.0,14.0,3.0
19935010.0,2.0,1.0,16.0,4.0
19935011.0,1.0,1.0,14.0,4.0
19946010.0,2.0,1.0,12.0,1.0
19950010.0,2.0,1.0,14.0,3.0
19962020.0,1.0,2.0,11.0,4.0
19962030.0,2.0,2.0,13.0,3.0
19973010.0,1.0,2.0,12.0,3.0
19973040.0,2.0,2.0,12.0,1.0
19976010.0,2.0,2.0,14.0,1.0
19976020.0,1.0,2.0,10.0,1.0
19988010.0,2.0,2.0,13.0,0.0
19992010.0,2.0,2.0,12.0,3.0
19992040.0,1.0,2.0,8.0,3.0
19995010.0,2.0,2.0,11.0,2.0
19997010.0,1.0,2.0,9.0,
19997020.0,2.0,2.0,12.0,
20004010.0,2.0,2.0,16.0,3.0
20004020.0,1.0,2.0,17.0,3.0
20010010.0,2.0,2.0,17.0,2.0
20018010.0,2.0,2.0,11.0,4.0
20041010.0,2.0,2.0,2.0,3.0
20041011.0,1.0,2.0,6.0,2.0
20042010.0,2.0,2.0,4.0,2.0
20077010.0,1.0,1.0,15.0,3.0
20077040.0,2.0,1.0,14.0,1.0
20079010.0,1.0,1.0,12.0,4.0
20079020.0,2.0,1.0,14.0,4.0
20080020.0,2.0,1.0,7.0,3.0
20080030.0,1.0,1.0,6.0,0.0
20081010.0,1.0,1.0,7.0,2.0
20081020.0,2.0,1.0,8.0,2.0
20093010.0,1.0,2.0,9.0,5.0
20093040.0,2.0,2.0,12.0,1.0
20093041.0,1.0,2.0,9.0,5.0
20114010.0,1.0,2.0,14.0,2.0
20114040.0,2.0,2.0,12.0,2.0
20139010.0,2.0,1.0,16.0,3.0
20142010.0,1.0,1.0,13.0,2.0
20144020.0,2.0,1.0,12.0,3.0
20144030.0,1.0,1.0,12.0,
20152010.0,1.0,2.0,17.0,1.0
20152020.0,2.0,2.0,17.0,
20155010.0,2.0,2.0,13.0,2.0
20158010.0,1.0,2.0,14.0,2.0
20158040.0,2.0,2.0,14.0,2.0
20159010.0,2.0,1.0,14.0,3.0
20161010.0,2.0,1.0,17.0,2.0
20161020.0,1.0,1.0,17.0,2.0
20162010.0,1.0,1.0,17.0,2.0
20162020.0,2.0,1.0,16.0,2.0
20168010.0,2.0,1.0,13.0,2.0
20168020.0,1.0,1.0,16.0,2.0
20176010.0,1.0,1.0,14.0,1.0
20190010.0,1.0,1.0,12.0,1.0
20190011.0,2.0,1.0,12.0,3.0
20190020.0,2.0,1.0,12.0,1.0
20201010.0,2.0,3.0,15.0,4.0
20201020.0,1.0,3.0,16.0,
20217010.0,2.0,1.0,13.0,0.0
20221010.0,1.0,1.0,11.0,2.0
20221011.0,2.0,3.0,14.0,2.0
20238010.0,2.0,1.0,17.0,2.0
20242010.0,1.0,1.0,17.0,2.0
20242040.0,2.0,1.0,17.0,2.0
20243010.0,2.0,1.0,14.0,4.0
20247010.0,1.0,1.0,15.0,4.0
20247020.0,2.0,1.0,12.0,4.0
20248010.0,1.0,1.0,17.0,2.0
20248040.0,2.0,1.0,16.0,2.0
20255010.0,1.0,1.0,15.0,
20255040.0,2.0,1.0,12.0,
20256010.0,1.0,1.0,14.0,2.0
20256040.0,2.0,1.0,14.0,1.0
20259010.0,2.0,1.0,17.0,0.0
20259020.0,1.0,1.0,14.0,2.0
20270010.0,2.0,1.0,11.0,
20288010.0,2.0,1.0,16.0,
20288040.0,1.0,1.0,17.0,
20293010.0,2.0,1.0,12.0,2.0
20293040.0,1.0,1.0,16.0,2.0
20293041.0,2.0,1.0,13.0,5.0
20302010.0,2.0,3.0,12.0,
20306010.0,1.0,1.0,13.0,3.0
20306020.0,2.0,1.0,12.0,2.0
20315020.0,2.0,1.0,17.0,4.0
20315030.0,1.0,1.0,16.0,4.0
20316010.0,1.0,1.0,14.0,3.0
20316020.0,2.0,1.0,11.0,4.0
20346010.0,1.0,1.0,16.0,4.0
20346020.0,2.0,1.0,13.0,4.0
20363010.0,1.0,1.0,17.0,2.0
20363040.0,2.0,1.0,12.0,3.0
20369010.0,1.0,1.0,17.0,1.0
20369020.0,2.0,1.0,17.0,3.0
20374010.0,2.0,1.0,14.0,2.0
20374020.0,1.0,1.0,12.0,
20375020.0,2.0,1.0,7.0,
20375030.0,1.0,1.0,12.0,
20383010.0,1.0,1.0,14.0,2.0
20383040.0,2.0,1.0,12.0,3.0
20384010.0,1.0,1.0,17.0,2.0
20384040.0,2.0,1.0,14.0,0.0
20394010.0,2.0,1.0,6.0,11.0
20397010.0,2.0,3.0,5.0,7.0
20405010.0,1.0,1.0,12.0,2.0
20412030.0,1.0,2.0,14.0,2.0
20421010.0,1.0,2.0,13.0,4.0
20438010.0,1.0,1.0,12.0,1.0
20442010.0,2.0,3.0,10.0,5.0
20442020.0,1.0,3.0,0.0,5.0
20446010.0,1.0,1.0,17.0,2.0
20446020.0,2.0,1.0,13.0,2.0
20448020.0,2.0,1.0,17.0,2.0
20448030.0,1.0,1.0,17.0,2.0
20455010.0,1.0,1.0,12.0,3.0
20455020.0,2.0,1.0,12.0,3.0
20459010.0,1.0,1.0,12.0,2.0
20459020.0,2.0,1.0,12.0,2.0
20471010.0,1.0,1.0,16.0,3.0
20471040.0,2.0,1.0,12.0,3.0
20480010.0,2.0,1.0,16.0,4.0
20480020.0,1.0,1.0,12.0,
20490010.0,2.0,3.0,11.0,8.0
20490011.0,1.0,2.0,14.0,2.0
20500020.0,2.0,1.0,12.0,
20500030.0,1.0,1.0,12.0,
20501010.0,1.0,1.0,12.0,4.0
20501020.0,2.0,1.0,10.0,4.0
20503030.0,1.0,1.0,12.0,3.0
20511010.0,2.0,1.0,13.0,3.0
20514010.0,2.0,1.0,13.0,2.0
20524010.0,1.0,1.0,14.0,2.0
20524020.0,2.0,1.0,12.0,0.0
20527010.0,1.0,1.0,17.0,2.0
20527040.0,2.0,1.0,16.0,2.0
20536010.0,1.0,1.0,14.0,2.0
20536020.0,2.0,1.0,12.0,2.0
20540020.0,2.0,3.0,12.0,0.0
20540030.0,1.0,1.0,9.0,2.0
20549010.0,2.0,1.0,14.0,5.0
20553010.0,2.0,1.0,17.0,3.0
20554010.0,1.0,1.0,16.0,6.0
20554020.0,2.0,1.0,12.0,6.0
20557010.0,1.0,3.0,10.0,
20557011.0,2.0,1.0,16.0,3.0
20557020.0,2.0,1.0,12.0,
20558010.0,1.0,1.0,17.0,6.0
20558020.0,2.0,1.0,16.0,6.0
20559020.0,2.0,1.0,15.0,2.0
20559030.0,1.0,1.0,17.0,1.0
20560010.0,1.0,1.0,16.0,2.0
20560020.0,2.0,1.0,16.0,2.0
20561010.0,1.0,1.0,12.0,4.0
20561040.0,2.0,1.0,16.0,0.0
20562010.0,2.0,1.0,12.0,
20562020.0,1.0,1.0,12.0,
20566010.0,1.0,1.0,12.0,
20566020.0,2.0,1.0,12.0,
20575010.0,2.0,1.0,14.0,4.0
20588020.0,2.0,1.0,13.0,2.0
20588030.0,1.0,1.0,15.0,2.0
20592010.0,2.0,3.0,16.0,1.0
20592040.0,1.0,3.0,16.0,
20608010.0,2.0,1.0,14.0,2.0
20614010.0,2.0,1.0,16.0,1.0
20634010.0,1.0,1.0,16.0,2.0
20634040.0,2.0,1.0,14.0,2.0
20636010.0,1.0,1.0,16.0,
20636020.0,2.0,1.0,16.0,
20674010.0,2.0,1.0,17.0,1.0
20674011.0,1.0,1.0,17.0,1.0
20676010.0,2.0,1.0,14.0,3.0
20676011.0,1.0,1.0,17.0,2.0
20676040.0,1.0,1.0,12.0,0.0
20678010.0,2.0,1.0,14.0,3.0
20678040.0,1.0,1.0,11.0,3.0
20679010.0,2.0,1.0,12.0,5.0
20679040.0,1.0,1.0,12.0,5.0
20692010.0,1.0,1.0,12.0,4.0
20692020.0,2.0,1.0,14.0,4.0
20696010.0,1.0,1.0,12.0,2.0
20696020.0,2.0,1.0,12.0,3.0
20700010.0,2.0,1.0,14.0,0.0
20700011.0,2.0,1.0,13.0,1.0
20712020.0,2.0,3.0,12.0,3.0
20712030.0,1.0,3.0,12.0,3.0
20719010.0,1.0,1.0,14.0,3.0
20719020.0,2.0,1.0,11.0,2.0
20770010.0,1.0,1.0,12.0,0.0
20777010.0,1.0,3.0,14.0,5.0
20777040.0,2.0,3.0,16.0,5.0
20806010.0,1.0,1.0,16.0,0.0
20806040.0,2.0,1.0,12.0,0.0
20819010.0,2.0,1.0,12.0,3.0
20819040.0,1.0,1.0,13.0,
20831010.0,1.0,1.0,14.0,0.0
20842010.0,1.0,1.0,10.0,1.0
20842020.0,2.0,1.0,10.0,1.0
20860010.0,2.0,1.0,11.0,3.0
20860020.0,1.0,1.0,12.0,3.0
20861010.0,1.0,1.0,13.0,2.0
20861020.0,2.0,1.0,17.0,2.0
20862010.0,2.0,1.0,12.0,2.0
20862011.0,1.0,1.0,10.0,0.0
20864020.0,1.0,1.0,12.0,
20865010.0,1.0,1.0,10.0,3.0
20867010.0,2.0,1.0,12.0,3.0
20867040.0,1.0,1.0,13.0,2.0
20869010.0,2.0,1.0,12.0,0.0
20870010.0,1.0,1.0,12.0,2.0
20870020.0,2.0,1.0,14.0,2.0
20876010.0,2.0,1.0,13.0,6.0
20876011.0,1.0,1.0,17.0,7.0
20887010.0,2.0,1.0,14.0,2.0
20887040.0,1.0,1.0,12.0,2.0
20899010.0,1.0,1.0,11.0,2.0
20911020.0,2.0,1.0,12.0,3.0
20911030.0,1.0,1.0,14.0,3.0
20913010.0,2.0,1.0,11.0,3.0
20913040.0,1.0,1.0,8.0,3.0
20917010.0,2.0,1.0,12.0,3.0
20918020.0,2.0,1.0,6.0,9.0
20918030.0,1.0,1.0,3.0,
20978010.0,1.0,1.0,14.0,8.0
21001010.0,2.0,1.0,12.0,2.0
21002010.0,1.0,1.0,14.0,3.0
21002040.0,2.0,1.0,13.0,0.0
21003010.0,2.0,1.0,16.0,3.0
21003020.0,1.0,1.0,17.0,0.0
21009020.0,2.0,1.0,12.0,3.0
21009030.0,1.0,1.0,16.0,7.0
21011010.0,2.0,1.0,16.0,3.0
21012020.0,2.0,1.0,12.0,4.0
21012030.0,1.0,1.0,14.0,4.0
21015010.0,1.0,1.0,14.0,0.0
21015020.0,2.0,3.0,14.0,3.0
21019010.0,1.0,1.0,12.0,3.0
21019020.0,2.0,1.0,15.0,3.0
21022010.0,1.0,3.0,17.0,
21022040.0,2.0,3.0,17.0,
21040020.0,1.0,1.0,11.0,5.0
21040030.0,2.0,1.0,12.0,0.0
21054010.0,2.0,1.0,12.0,2.0
21058010.0,1.0,1.0,6.0,3.0
21058020.0,2.0,1.0,6.0,3.0
21072010.0,2.0,2.0,16.0,2.0
21072020.0,1.0,2.0,12.0,2.0
21073010.0,2.0,1.0,10.0,3.0
21073020.0,1.0,1.0,11.0,3.0
21078010.0,2.0,1.0,3.0,6.0
21078040.0,1.0,1.0,1.0,6.0
21080010.0,2.0,1.0,15.0,6.0
21081010.0,2.0,2.0,7.0,10.0
21099010.0,1.0,1.0,12.0,1.0
21117010.0,2.0,1.0,7.0,1.0
21120010.0,2.0,3.0,10.0,4.0
21130020.0,1.0,1.0,12.0,1.0
21130030.0,2.0,1.0,12.0,2.0
21131020.0,2.0,1.0,17.0,0.0
21131030.0,1.0,1.0,17.0,3.0
21137020.0,1.0,1.0,14.0,2.0
21137030.0,2.0,1.0,17.0,4.0
21141010.0,2.0,1.0,13.0,
21141020.0,1.0,1.0,14.0,2.0
21163010.0,2.0,1.0,10.0,3.0
21163020.0,1.0,3.0,12.0,3.0
21166010.0,2.0,1.0,16.0,2.0
21166020.0,1.0,1.0,10.0,5.0
21168010.0,1.0,1.0,12.0,3.0
21168040.0,2.0,1.0,12.0,0.0
21169010.0,2.0,1.0,15.0,0.0
21169040.0,1.0,1.0,11.0,2.0
21190010.0,2.0,3.0,12.0,2.0
21190040.0,1.0,3.0,3.0,2.0
21192010.0,2.0,1.0,12.0,5.0
21192040.0,1.0,1.0,12.0,5.0
21193010.0,1.0,3.0,16.0,
21193020.0,2.0,3.0,13.0,
21195010.0,1.0,1.0,12.0,5.0
21199010.0,1.0,1.0,12.0,0.0
21200010.0,2.0,1.0,12.0,0.0
21201010.0,2.0,1.0,12.0,5.0
21201020.0,1.0,1.0,10.0,5.0
21202010.0,1.0,1.0,14.0,2.0
21202040.0,2.0,1.0,12.0,3.0
21204010.0,2.0,1.0,11.0,
21206010.0,2.0,1.0,11.0,2.0
21206020.0,1.0,1.0,10.0,2.0
21210010.0,2.0,1.0,12.0,1.0
21210020.0,1.0,1.0,12.0,0.0
21214010.0,1.0,1.0,14.0,
21222020.0,1.0,1.0,14.0,
21222030.0,2.0,1.0,12.0,
21225010.0,2.0,1.0,12.0,
21225020.0,1.0,1.0,8.0,
21227010.0,1.0,1.0,15.0,6.0
21227020.0,2.0,1.0,12.0,6.0
21233010.0,2.0,1.0,13.0,4.0
21233020.0,1.0,1.0,14.0,2.0
21235010.0,2.0,1.0,13.0,
21235040.0,1.0,1.0,12.0,
21242010.0,1.0,1.0,14.0,3.0
21242040.0,2.0,1.0,8.0,3.0
21253010.0,1.0,1.0,11.0,2.0
21253040.0,2.0,1.0,12.0,3.0
21268010.0,1.0,3.0,12.0,1.0
21268020.0,2.0,1.0,7.0,4.0
21269010.0,1.0,1.0,12.0,2.0
21269020.0,2.0,1.0,12.0,2.0
21300020.0,1.0,1.0,12.0,3.0
21300021.0,2.0,1.0,12.0,2.0
21300030.0,2.0,1.0,11.0,
21302010.0,1.0,1.0,10.0,3.0
21302011.0,2.0,3.0,9.0,2.0
21316010.0,1.0,1.0,14.0,2.0
21316020.0,2.0,1.0,12.0,2.0
21316021.0,1.0,1.0,12.0,5.0
21325010.0,2.0,1.0,16.0,1.0
21325020.0,1.0,1.0,11.0,2.0
21329010.0,2.0,1.0,14.0,5.0
21329040.0,1.0,1.0,16.0,4.0
21332010.0,1.0,1.0,12.0,2.0
21332020.0,2.0,1.0,9.0,4.0
21335010.0,1.0,1.0,17.0,
21337020.0,1.0,1.0,14.0,2.0
21337030.0,2.0,1.0,16.0,2.0
21349010.0,1.0,1.0,17.0,2.0
21349020.0,2.0,1.0,17.0,2.0
21350010.0,1.0,1.0,13.0,5.0
21350040.0,2.0,1.0,13.0,2.0
21354010.0,1.0,1.0,10.0,2.0
21359010.0,1.0,1.0,10.0,3.0
21359020.0,2.0,1.0,11.0,4.0
21368010.0,1.0,1.0,14.0,0.0
21384010.0,1.0,1.0,16.0,1.0
21384040.0,2.0,1.0,14.0,
21390010.0,1.0,1.0,17.0,1.0
21402020.0,2.0,1.0,12.0,2.0
21402030.0,1.0,1.0,12.0,2.0
21407010.0,1.0,1.0,16.0,3.0
21407020.0,2.0,3.0,15.0,3.0
21410010.0,1.0,1.0,9.0,2.0
21410020.0,2.0,1.0,12.0,2.0
21411010.0,2.0,1.0,10.0,6.0
21411020.0,1.0,1.0,8.0,
21412010.0,1.0,1.0,12.0,2.0
21412020.0,2.0,1.0,13.0,2.0
21416010.0,1.0,1.0,12.0,2.0
21416011.0,2.0,1.0,17.0,0.0
21416040.0,2.0,1.0,12.0,2.0
21416041.0,1.0,1.0,12.0,1.0
21420010.0,2.0,1.0,13.0,
21420040.0,1.0,1.0,13.0,
21422010.0,2.0,1.0,12.0,4.0
21422040.0,1.0,1.0,12.0,4.0
21423020.0,2.0,1.0,13.0,2.0
21423030.0,1.0,1.0,15.0,2.0
21427010.0,1.0,1.0,10.0,4.0
21427020.0,2.0,1.0,12.0,4.0
21431010.0,1.0,1.0,11.0,1.0
21431040.0,2.0,1.0,12.0,3.0
21435020.0,1.0,1.0,14.0,4.0
21435030.0,2.0,1.0,13.0,4.0
21440010.0,2.0,1.0,12.0,3.0
21442010.0,2.0,1.0,14.0,1.0
21442020.0,1.0,1.0,7.0,1.0
21444010.0,2.0,1.0,17.0,2.0
21448010.0,2.0,1.0,12.0,4.0
21448020.0,1.0,1.0,12.0,4.0
21452010.0,2.0,2.0,17.0,3.0
21464010.0,1.0,1.0,12.0,2.0
21464020.0,2.0,1.0,12.0,3.0
21464021.0,1.0,1.0,12.0,3.0
21468010.0,2.0,1.0,9.0,5.0
21468020.0,1.0,1.0,9.0,5.0
21479010.0,2.0,1.0,14.0,1.0
21479011.0,1.0,1.0,12.0,2.0
21485020.0,1.0,1.0,17.0,1.0
21485030.0,2.0,1.0,17.0,3.0
21505010.0,2.0,1.0,12.0,3.0
21507010.0,2.0,1.0,12.0,1.0
21520010.0,2.0,1.0,17.0,3.0
21544010.0,1.0,1.0,12.0,2.0
21544011.0,2.0,1.0,12.0,1.0
21578010.0,1.0,1.0,15.0,1.0
21578011.0,2.0,1.0,14.0,0.0
21582010.0,1.0,2.0,16.0,3.0
21582020.0,2.0,2.0,12.0,3.0
21583010.0,1.0,1.0,12.0,5.0
21583020.0,2.0,1.0,12.0,5.0
21587010.0,2.0,1.0,17.0,0.0
21587040.0,1.0,1.0,16.0,0.0
21594010.0,2.0,1.0,16.0,1.0
21627010.0,2.0,1.0,8.0,
21627020.0,1.0,1.0,3.0,8.0
21629010.0,2.0,1.0,12.0,2.0
21629040.0,1.0,1.0,12.0,0.0
21632010.0,1.0,1.0,9.0,2.0
21633010.0,2.0,3.0,8.0,2.0
21644010.0,2.0,1.0,10.0,6.0
21645010.0,1.0,1.0,12.0,0.0
21668010.0,1.0,1.0,12.0,1.0
21668020.0,2.0,1.0,12.0,1.0
21671010.0,1.0,1.0,10.0,5.0
21671020.0,2.0,1.0,12.0,5.0
21672010.0,2.0,1.0,11.0,1.0
21672020.0,1.0,1.0,12.0,1.0
21673010.0,2.0,1.0,13.0,2.0
21673020.0,1.0,1.0,11.0,2.0
21675020.0,2.0,1.0,15.0,4.0
21675030.0,1.0,1.0,12.0,4.0
21678010.0,1.0,1.0,12.0,2.0
21678020.0,2.0,1.0,12.0,2.0
21682010.0,2.0,1.0,10.0,5.0
21686010.0,2.0,1.0,12.0,
21693010.0,2.0,1.0,12.0,4.0
21693011.0,1.0,1.0,14.0,3.0
21710020.0,2.0,1.0,17.0,1.0
21710030.0,1.0,1.0,17.0,3.0
21717010.0,2.0,1.0,10.0,2.0
21720010.0,2.0,1.0,12.0,6.0
21721020.0,2.0,1.0,11.0,4.0
21721030.0,1.0,1.0,14.0,3.0
21721031.0,2.0,1.0,9.0,5.0
21721032.0,2.0,3.0,12.0,3.0
21725010.0,1.0,1.0,12.0,4.0
21725020.0,2.0,1.0,14.0,1.0
21726010.0,1.0,1.0,12.0,3.0
21726020.0,2.0,1.0,12.0,3.0
21729010.0,2.0,1.0,12.0,
21742010.0,1.0,1.0,11.0,2.0
21742020.0,2.0,1.0,12.0,2.0
21743010.0,1.0,1.0,17.0,2.0
21743011.0,2.0,1.0,16.0,2.0
21743040.0,2.0,1.0,17.0,0.0
21746010.0,1.0,3.0,17.0,2.0
21746020.0,2.0,1.0,16.0,2.0
21749010.0,2.0,1.0,12.0,3.0
21749040.0,1.0,3.0,12.0,0.0
21751020.0,2.0,1.0,17.0,
21751030.0,1.0,1.0,17.0,
21755020.0,2.0,1.0,10.0,6.0
21755030.0,1.0,1.0,10.0,6.0
21762010.0,1.0,1.0,14.0,1.0
21762020.0,2.0,1.0,17.0,1.0
21764010.0,1.0,1.0,14.0,1.0
21764020.0,2.0,1.0,12.0,4.0
21769020.0,2.0,1.0,12.0,
21769030.0,1.0,1.0,12.0,
21774010.0,2.0,1.0,17.0,3.0
21791020.0,1.0,1.0,12.0,2.0
21791030.0,2.0,1.0,12.0,3.0
21820010.0,2.0,1.0,12.0,2.0
21820020.0,1.0,1.0,9.0,
21825010.0,1.0,1.0,17.0,2.0
21825020.0,2.0,1.0,17.0,2.0
21825021.0,1.0,1.0,15.0,4.0
21835010.0,2.0,1.0,12.0,6.0
21835020.0,1.0,1.0,7.0,6.0
21863010.0,1.0,1.0,8.0,3.0
21863020.0,2.0,1.0,12.0,0.0
21873010.0,2.0,1.0,8.0,3.0
21904010.0,2.0,1.0,15.0,0.0
21912020.0,1.0,1.0,12.0,1.0
21912030.0,2.0,1.0,12.0,1.0
21918010.0,1.0,1.0,17.0,0.0
21922020.0,1.0,1.0,10.0,4.0
21922030.0,2.0,1.0,12.0,4.0
21924010.0,2.0,1.0,12.0,1.0
21924040.0,1.0,1.0,7.0,4.0
21928010.0,1.0,1.0,16.0,2.0
21928020.0,2.0,1.0,17.0,2.0
21946010.0,2.0,1.0,16.0,8.0
21946040.0,1.0,1.0,16.0,8.0
21995010.0,1.0,1.0,12.0,3.0
21995020.0,2.0,1.0,10.0,3.0
21997010.0,1.0,1.0,12.0,1.0
21997040.0,2.0,1.0,12.0,1.0
22018010.0,2.0,1.0,13.0,5.0
22018020.0,1.0,1.0,13.0,5.0
22026010.0,2.0,1.0,12.0,4.0
22026020.0,1.0,1.0,12.0,4.0
22027020.0,1.0,1.0,12.0,6.0
22027030.0,2.0,1.0,12.0,6.0
22033020.0,1.0,1.0,8.0,7.0
22033030.0,2.0,1.0,8.0,7.0
22034010.0,1.0,1.0,15.0,5.0
22034020.0,2.0,1.0,15.0,5.0
22035010.0,1.0,1.0,8.0,2.0
22035040.0,2.0,1.0,9.0,5.0
22036010.0,2.0,1.0,12.0,4.0
22036040.0,1.0,1.0,12.0,4.0
22039010.0,1.0,1.0,12.0,
22039040.0,2.0,1.0,12.0,4.0
22042010.0,1.0,1.0,12.0,3.0
22047020.0,2.0,1.0,12.0,3.0
22047030.0,1.0,1.0,12.0,3.0
22049010.0,1.0,1.0,12.0,3.0
22049020.0,2.0,1.0,10.0,3.0
22052010.0,2.0,1.0,12.0,3.0
22052011.0,1.0,1.0,12.0,3.0
22060010.0,2.0,1.0,12.0,3.0
22060020.0,1.0,1.0,10.0,1.0
22061010.0,1.0,1.0,16.0,3.0
22061020.0,2.0,1.0,14.0,3.0
22064010.0,2.0,1.0,13.0,2.0
22064040.0,1.0,1.0,12.0,2.0
22067010.0,2.0,1.0,12.0,5.0
22067011.0,1.0,1.0,12.0,2.0
22067040.0,1.0,1.0,12.0,
22083010.0,1.0,1.0,12.0,0.0
22083020.0,2.0,1.0,14.0,0.0
22103010.0,1.0,1.0,10.0,
22106010.0,1.0,1.0,9.0,5.0
22106020.0,2.0,1.0,11.0,0.0
22109010.0,2.0,1.0,8.0,
22109020.0,1.0,1.0,2.0,5.0
22113010.0,1.0,1.0,12.0,3.0
22113040.0,2.0,1.0,12.0,3.0
22113041.0,1.0,1.0,12.0,2.0
22121010.0,2.0,1.0,12.0,
22122010.0,2.0,1.0,10.0,1.0
22122040.0,1.0,1.0,12.0,3.0
22125010.0,2.0,1.0,12.0,2.0
22125020.0,1.0,1.0,12.0,
